"player","song","artist","album","song_clean","artist_clean","genre","artist_name","track_name","track_id","popularity","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence","raw_name","player_id","year","pa","hit","single","double","triple","home_run","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent","last","first","name","single_rate","double_rate","triple_rate","homerun_rate","tempo_bin","valence_bin"
"Lourdes Gurriel Jr.","Wake Up","Rage Against The Machine","Rage Against The Machine - XX (20th Anniversary Special Edition)","wake up","rage against the machine","Alternative","Rage Against The Machine","Wake Up","2QiqwOVUctPRVggO9G1Zs5",60,0.00563,0.411,363853,0.893,0.00967,"G",0.149,-3.646,"Major",0.139,170.407,"4/4",0.513,"Gurriel Jr., Lourdes",666971,2025,546,124,79,24,2,19,0.248,0.418,0.295,0.713,37.4,7.2,38.3,99.058751759,93.630561528,20.2,52.3,"Gurriel Jr.","Lourdes","Lourdes Gurriel Jr.",0.144688644688645,0.043956043956044,0.00366300366300366,0.0347985347985348,"Fast (120+ BPM)","Neutral"
"Jordan Lawlar","Yo Lo Se","Yomil y El Dany","Ambidiestros","yo lo se","yomil y el dany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lawlar, Jordan",691783,2025,74,12,5,7,0,0,0.182,0.288,0.257,0.545,36.6,4.9,34.1,97.86948,93.084547949,33.3,44.2,"Lawlar","Jordan","Jordan Lawlar",0.0675675675675676,0.0945945945945946,0,0,"Fast (120+ BPM)","Happy"
"Ketel Marte","Coldest Zone","J Boog","J Boog - EP","coldest zone","j boog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marte, Ketel",606466,2025,556,136,80,28,0,28,0.283,0.517,0.376,0.893,33,13.5,47,102.65931603,95.815528287,22.5,45.3,"Marte","Ketel","Ketel Marte",0.143884892086331,0.0503597122302158,0,0.0503597122302158,"Fast (120+ BPM)","Happy"
"James McCann","LOS POBRES Y LOS RICOS","El Alfa, Rochy RD, Chael Produciendo","LOS POBRES Y LOS RICOS","los pobres y los ricos","el alfa, rochy rd, chael produciendo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"McCann, James",543510,2025,137,32,21,6,0,5,0.26,0.431,0.324,0.755,30.4,7.6,52.2,102.050401522,95.553805275,30.2,49.7,"McCann","James","James McCann",0.153284671532847,0.0437956204379562,0,0.0364963503649635,"Fast (120+ BPM)","Happy"
"Jake McCarthy","25/8","Bad Bunny","YHLQMDLG","25/8","bad bunny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"McCarthy, Jake",664983,2025,222,42,26,7,5,4,0.204,0.345,0.247,0.592,28.2,5.3,27.6,96.21972175,92.14488327,21.1,49.4,"McCarthy","Jake","Jake McCarthy",0.117117117117117,0.0315315315315315,0.0225225225225225,0.018018018018018,"Fast (120+ BPM)","Happy"
"Gabriel Moreno","Fue Del Mismo Coro","Kiry Curu","Fue Del Mismo Coro","fue del mismo coro","kiry curu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moreno, Gabriel",672515,2025,309,79,57,12,1,9,0.285,0.433,0.353,0.786,39.8,7.1,43.4,99.634329735,94.171203067,18,44,"Moreno","Gabriel","Gabriel Moreno",0.184466019417476,0.0388349514563107,0.00323624595469256,0.029126213592233,"Fast (120+ BPM)","Happy"
"Geraldo Perdomo","Fireman","Lil Wayne","Tha Carter II","fireman","lil wayne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Perdomo, Geraldo",672695,2025,720,173,115,33,5,20,0.29,0.462,0.389,0.851,36.2,6.2,31.9,97.403040156,92.774457856,12,39.7,"Perdomo","Geraldo","Geraldo Perdomo",0.159722222222222,0.0458333333333333,0.00694444444444444,0.0277777777777778,"Fast (120+ BPM)","Happy"
"Pavin Smith","KLOuFRENS","Bad Bunny","DeBÍ TiRAR MáS FOToS","kloufrens","bad bunny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Smith, Pavin",656976,2025,288,63,37,17,1,8,0.258,0.434,0.362,0.796,37,11.7,46.1,100.556484935,94.576743052,31.8,40.6,"Smith","Pavin","Pavin Smith",0.128472222222222,0.0590277777777778,0.00347222222222222,0.0277777777777778,"Fast (120+ BPM)","Happy"
"Alek Thomas","Quiéreme","Mickey Taveras","Lucharé","quiéreme","mickey taveras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thomas, Alek",677950,2025,469,108,77,19,3,9,0.249,0.37,0.289,0.659,27.7,7.8,39.3,100.704408917,94.569621821,28.7,52.9,"Thomas","Alek","Alek Thomas",0.164179104477612,0.0405117270788913,0.00639658848614072,0.0191897654584222,"Fast (120+ BPM)","Happy"
"Jac Caglianone","Me or Sum (feat. Future & Lil Baby)","Nardo Wick","Who is Nardo Wick?","me or sum (feat. future & lil baby)","nardo wick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caglianone, Jac",695506,2025,232,33,19,6,1,7,0.157,0.295,0.237,0.532,29.7,12,42.4,102.891404557,95.64711057,26.8,51.3,"Caglianone","Jac","Jac Caglianone",0.0818965517241379,0.0258620689655172,0.00431034482758621,0.0301724137931034,"Fast (120+ BPM)","Happy"
"Maikel Garcia","HORA CERO","Myke Towers","HORA CERO","hora cero","myke towers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Garcia, Maikel",672580,2025,666,170,110,39,5,16,0.286,0.449,0.351,0.8,34.5,5.6,45.1,101.342001641,95.068685362,15,40.1,"Garcia","Maikel","Maikel Garcia",0.165165165165165,0.0585585585585586,0.00750750750750751,0.024024024024024,"Fast (120+ BPM)","Happy"
"Jonathan India","ALTO RIESGO","Myke Towers","LYKE MIKE","alto riesgo","myke towers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"India, Jonathan",663697,2025,567,116,78,29,0,9,0.233,0.346,0.323,0.669,33,5.8,36.8,99.096462296,93.637694783,19.9,40.3,"India","Jonathan","Jonathan India",0.137566137566138,0.0511463844797178,0,0.0158730158730159,"Fast (120+ BPM)","Happy"
"Kyle Isbel","YUKON","Justin Bieber","SWAG","yukon","justin bieber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isbel, Kyle",664728,2025,409,94,70,16,4,4,0.255,0.353,0.301,0.654,26.5,1.6,36.1,99.661835734,93.907481368,18.2,46.5,"Isbel","Kyle","Kyle Isbel",0.171149144254279,0.039119804400978,0.0097799511002445,0.0097799511002445,"Fast (120+ BPM)","Happy"
"Carter Jensen","Do I Wanna Know?","Arctic Monkeys","AM","do i wanna know?","arctic monkeys","Indie","Arctic Monkeys","Do I Wanna Know?","5FVd6KXrgO9B3JPmC8OPst",84,0.186,0.548,272394,0.532,0.000263,"F",0.217,-7.596,"Major",0.0323,85.03,"4/4",0.405,"Jensen, Carter",695600,2025,69,18,9,6,0,3,0.3,0.55,0.391,0.941,41.7,20.8,58.3,105.665572083,98.411932917,24.6,48.5,"Jensen","Carter","Carter Jensen",0.130434782608696,0.0869565217391304,0,0.0434782608695652,"Slow (<90 BPM)","Neutral"
"Nick Loftin","Sweet Emotion","Aerosmith","Toys In The Attic","sweet emotion","aerosmith","Rock","Aerosmith","Sweet Emotion","24NwBd5vZ2CK8VOQVnqdxr",73,0.00298,0.38,274133,0.76,0.0294,"A",0.104,-10.961,"Major",0.0378,99.437,"4/4",0.491,"Loftin, Nick",679845,2025,188,35,20,9,2,4,0.208,0.357,0.278,0.635,35.4,6.3,34,97.565724507,92.851372465,19,46.7,"Loftin","Nick","Nick Loftin",0.106382978723404,0.0478723404255319,0.0106382978723404,0.0212765957446809,"Medium (90–119 BPM)","Neutral"
"Michael Massey","The Fire","The Roots","How I Got Over","the fire","the roots","Alternative","The Roots","The Fire","1iP5UMdOsGz6EdltGbbcb7",54,0.177,0.673,221067,0.957,2.27e-05,"C#",0.534,-4.399,"Major",0.138,174.021,"4/4",0.399,"Massey, Michael",686681,2025,277,64,52,9,0,3,0.244,0.313,0.268,0.581,35.7,4,33,97.791403604,92.942590407,18.5,54,"Massey","Michael","Michael Massey",0.187725631768953,0.0324909747292419,0,0.0108303249097473,"Fast (120+ BPM)","Neutral"
"Kameron Misner","Ain't No Love In Oklahoma","Various Artists","Twisters: The Album","ain't no love in oklahoma","various artists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Misner, Kameron",670224,2025,217,42,27,9,1,5,0.213,0.345,0.273,0.618,27.5,5.3,29.8,98.404901875,93.313993858,34.4,47.3,"Misner","Kameron","Kameron Misner",0.124423963133641,0.0414746543778802,0.00460829493087558,0.0230414746543779,"Fast (120+ BPM)","Happy"
"Vinnie Pasquantino","Should've Been A Cowboy","Toby Keith","Toby Keith 35 Biggest Hits","should've been a cowboy","toby keith","Country","Toby Keith","Should've Been A Cowboy","4EDBgrYqYQ6b50yhJWKsHp",67,0.244,0.579,209867,0.731,0,"G",0.297,-5.659,"Major",0.0323,133.582,"4/4",0.618,"Pasquantino, Vinnie",686469,2025,682,164,98,33,1,32,0.264,0.475,0.323,0.798,33.5,10.8,44.7,101.339574109,95.022747112,18.2,48,"Pasquantino","Vinnie","Vinnie Pasquantino",0.143695014662757,0.0483870967741935,0.00146627565982405,0.0469208211143695,"Fast (120+ BPM)","Neutral"
"Salvador Perez","Back On My BS","BigXthaPlug","THE BIGGEST","back on my bs","bigxthaplug",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Perez, Salvador",521692,2025,641,141,76,35,0,30,0.236,0.446,0.284,0.73,35.7,14.8,46.7,102.06590789,95.318358013,26.9,57.4,"Perez","Salvador","Salvador Perez",0.118564742589704,0.0546021840873635,0,0.046801872074883,"Fast (120+ BPM)","Happy"
"John Rave","Mah Baby","Rochy RD","Mah Baby","mah baby","rochy rd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rave, John",670231,2025,175,30,21,5,0,4,0.196,0.307,0.283,0.59,25.5,5.5,40,100.331691373,94.211258235,24.2,42.5,"Rave","John","John Rave",0.12,0.0285714285714286,0,0.0228571428571429,"Fast (120+ BPM)","Happy"
"Tyler Tolbert","Yungen (feat. Jack Harlow)","Rod Wave","Beautiful Mind","yungen (feat. jack harlow)","rod wave",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tolbert, Tyler",686475,2025,57,14,11,2,0,1,0.28,0.38,0.321,0.701,40.5,2.4,38.1,98.134727,93.317394,26.2,56.6,"Tolbert","Tyler","Tyler Tolbert",0.192982456140351,0.0350877192982456,0,0.0175438596491228,"Fast (120+ BPM)","Happy"
"Drew Waters","War Pigs","Black Sabbath","The Ultimate Collection","war pigs","black sabbath",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waters, Drew",671221,2025,219,50,40,6,3,1,0.243,0.316,0.288,0.604,35.6,4.1,28.8,97.434472083,92.746290972,30.3,56.5,"Waters","Drew","Drew Waters",0.182648401826484,0.0273972602739726,0.0136986301369863,0.0045662100456621,"Fast (120+ BPM)","Happy"
"Bobby Witt Jr.","HIM ALL ALONG","Gunna","HIM ALL ALONG","him all along","gunna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Witt Jr., Bobby",677951,2025,687,184,108,47,6,23,0.295,0.501,0.351,0.852,35.4,12.5,48.5,103.906232271,96.610542829,23.9,51.1,"Witt Jr.","Bobby","Bobby Witt Jr.",0.157205240174672,0.0684133915574964,0.00873362445414847,0.0334788937409025,"Fast (120+ BPM)","Happy"
"Tyler Freeman","Cowgirls (feat. ERNEST)","Morgan Wallen","One Thing At A Time","cowgirls (feat. ernest)","morgan wallen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freeman, Tyler",671289,2025,428,106,82,20,2,2,0.281,0.361,0.354,0.715,30.7,2.1,40.4,99.694809259,94.1276813,12.5,46.1,"Freeman","Tyler","Tyler Freeman",0.191588785046729,0.0467289719626168,0.00467289719626168,0.00467289719626168,"Fast (120+ BPM)","Happy"
"Joey Bart","Take It Outside","Brantley Gilbert","Halfway To Heaven (Deluxe Edition)","take it outside","brantley gilbert","Country","Brantley Gilbert","Take It Outside","6qjcR3YhnmZ8qT7BGOXLR6",56,0.000112,0.427,256640,0.743,0.0275,"F#",0.148,-5.908,"Major",0.0343,156.784,"4/4",0.486,"Bart, Joey",663698,2025,332,71,54,12,1,4,0.249,0.34,0.355,0.695,35.9,10.4,43.2,101.710723021,95.09948901,28,40.3,"Bart","Joey","Joey Bart",0.162650602409639,0.036144578313253,0.00301204819277108,0.0120481927710843,"Fast (120+ BPM)","Neutral"
"Henry Davis","Free Bird","Lynyrd Skynyrd","Pronounced' Leh-'Nerd 'Skin-'Nerd","free bird","lynyrd skynyrd","Blues","Lynyrd Skynyrd","Free Bird","5EWPGh7jbTNO2wakv8LjUI",69,0.0765,0.252,547107,0.844,0.00018,"C",0.084,-8.121,"Major",0.0572,118.158,"4/4",0.351,"Davis, Henry",680779,2025,283,42,28,7,0,7,0.167,0.278,0.234,0.512,33,11.5,37.4,100.464622889,94.376065531,28.9,55.3,"Davis","Henry","Henry Davis",0.0989399293286219,0.0247349823321555,0,0.0247349823321555,"Medium (90–119 BPM)","Neutral"
"Bryan Reynolds","Beer For My Horses","Toby Keith","Unleashed","beer for my horses","toby keith","Country","Toby Keith","Beer For My Horses","7E2DqvnVtbIrFrL5X6YH9Q",63,0.353,0.721,204000,0.85,0,"A#",0.0459,-5.207,"Major",0.0511,118.991,"4/4",0.783,"Reynolds, Bryan",668804,2025,654,144,87,38,3,16,0.245,0.402,0.318,0.72,38.4,10.1,46,101.932535192,95.465817885,29.4,49.6,"Reynolds","Bryan","Bryan Reynolds",0.13302752293578,0.0581039755351682,0.00458715596330275,0.0244648318042813,"Medium (90–119 BPM)","Happy"
"Jack Suwinski","Grave Robber","Crowder","Grave Robber","grave robber","crowder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suwinski, Jack",669261,2025,178,22,12,7,0,3,0.147,0.253,0.281,0.534,35.5,11.8,38.7,100.555321489,94.441022581,32.1,39.8,"Suwinski","Jack","Jack Suwinski",0.0674157303370786,0.0393258426966292,0,0.0168539325842697,"Fast (120+ BPM)","Happy"
"Jared Triolo","Sweetness","Jimmy Eat World","Bleed American","sweetness","jimmy eat world","Children’s Music","Jimmy Eat World","Sweetness","18IqyOGs1pRNZfbMo93r57",62,0.00407,0.491,220027,0.888,0,"F",0.286,-4.412,"Major",0.038,135.253,"4/4",0.656,"Triolo, Jared",669707,2025,376,75,48,18,2,7,0.227,0.356,0.311,0.667,34.4,6.2,38.2,99.337682857,93.864443413,24,47.2,"Triolo","Jared","Jared Triolo",0.127659574468085,0.0478723404255319,0.00531914893617021,0.0186170212765957,"Fast (120+ BPM)","Neutral"
"Enmanuel Valdez","Eladio Carrion: Bzrp Music Sessions, Vol. 40","Bizarrap, Eladio Carrion","Eladio Carrion: Bzrp Music Sessions, Vol. 40","eladio carrion: bzrp music sessions, vol. 40","bizarrap, eladio carrion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Valdez, Enmanuel",665839,2025,102,19,11,4,2,2,0.209,0.363,0.294,0.657,37.3,8,42.7,100.139290263,94.238050933,21.5,43.8,"Valdez","Enmanuel","Enmanuel Valdez",0.107843137254902,0.0392156862745098,0.0196078431372549,0.0196078431372549,"Fast (120+ BPM)","Happy"
"CJ Abrams","36 Oz.","Skeme","36 Oz. (feat. Chris Brown) - Single","36 oz.","skeme","Soul","Skeme","36 Oz.","2aNe7lGxOSUEpeCUYMPHGN",43,0.257,0.777,233307,0.558,0,"A#",0.317,-6.578,"Minor",0.0664,125.572,"4/4",0.289,"Abrams, CJ",682928,2025,635,149,90,35,5,19,0.257,0.433,0.315,0.748,34.4,7.6,39.2,99.528390349,93.868025131,24.4,50.6,"Abrams","CJ","CJ Abrams",0.141732283464567,0.0551181102362205,0.0078740157480315,0.0299212598425197,"Fast (120+ BPM)","Sad"
"Riley Adams","All The Small Things","blink-182","Enema Of The State","all the small things","blink-182","Pop","blink-182","All The Small Things","7yCPwWs66K8Ba5lFuU2bcx",80,0.0122,0.439,168000,0.891,0,"C",0.547,-4.764,"Major",0.057,148.599,"4/4",0.695,"Adams, Riley",656180,2025,286,49,33,8,0,8,0.186,0.308,0.252,0.56,31.4,10.5,52.3,103.494352237,96.418372697,34.6,48.3,"Adams","Riley","Riley Adams",0.115384615384615,0.027972027972028,0,0.027972027972028,"Fast (120+ BPM)","Happy"
"Andrés Chaparro","Fabricando Fantasías","Various Artists","Noches Latinas 3 (Salsa, Merengue, Bachata)","fabricando fantasías","various artists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaparro, Andrés",665953,2025,73,12,9,2,0,1,0.182,0.258,0.247,0.505,35.6,11.1,37.8,99.91851,94.142261778,32.9,50.7,"Chaparro","Andrés","Andrés Chaparro",0.123287671232877,0.0273972602739726,0,0.0136986301369863,"Fast (120+ BPM)","Happy"
"Dylan Crews","I Bet U Won't","Mouse and Level","Get It While Its Hot","i bet u won't","mouse and level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crews, Dylan",686611,2025,322,61,41,8,2,10,0.208,0.352,0.28,0.632,26.7,9.7,38.7,101.064556729,94.842214579,30.7,48.1,"Crews","Dylan","Dylan Crews",0.127329192546584,0.0248447204968944,0.0062111801242236,0.031055900621118,"Fast (120+ BPM)","Happy"
"Luis García Jr.","Esa Muchacha","Los Hermanos Rosario","Esa Muchacha","esa muchacha","los hermanos rosario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"García Jr., Luis",671277,2025,526,123,78,28,1,16,0.252,0.412,0.289,0.701,33.7,9,45.8,100.772844709,94.823697591,21.7,53.9,"García Jr.","Luis","Luis García Jr.",0.14828897338403,0.0532319391634981,0.00190114068441065,0.0304182509505703,"Fast (120+ BPM)","Happy"
"Nasim Nuñez","Hustler Musik","Lil Wayne","Tha Carter II","hustler musik","lil wayne","Hip-Hop","Lil Wayne","Hustler Musik","2334WaCjswLcRIRgTTPWaZ",57,0.36,0.661,303667,0.746,0,"G#",0.454,-2.223,"Minor",0.25,83.939,"4/4",0.678,"Nuñez, Nasim",683083,2025,92,19,13,2,0,4,0.232,0.402,0.297,0.699,34.4,4.7,42.2,98.875752581,93.964415082,25.1,43.9,"Nuñez","Nasim","Nasim Nuñez",0.141304347826087,0.0217391304347826,0,0.0434782608695652,"Slow (<90 BPM)","Happy"
"Keibert Ruiz","LA RANGER (feat. Myke Towers)","The Academy: Segunda Misión, Myke Towers","LA RANGER (feat. Myke Towers)","la ranger (feat. myke towers)","the academy: segunda misión, myke towers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ruiz, Keibert",660688,2025,267,63,49,12,0,2,0.247,0.318,0.277,0.595,31.3,2.2,30.9,96.142920957,92.090094629,12.8,52.8,"Ruiz","Keibert","Keibert Ruiz",0.183520599250936,0.0449438202247191,0,0.00749063670411985,"Fast (120+ BPM)","Happy"
"José Tena","The Red","Chevelle","Wonder What's Next (Expanded Edition)","the red","chevelle","Alternative","Chevelle","The Red","1gyee1JuFFiP476LQpRMYU",66,0.000671,0.509,238400,0.843,0.000803,"C#",0.348,-3.318,"Minor",0.0488,140.055,"3/4",0.332,"Tena, José",677588,2025,169,37,22,13,2,0,0.243,0.355,0.314,0.669,34.5,5.2,40.5,99.054484464,93.921000268,22,45,"Tena","José","José Tena",0.130177514792899,0.0769230769230769,0.0118343195266272,0,"Fast (120+ BPM)","Neutral"
"James Wood","Quienes Son Ustedes","Eladio Carrion","Sauce Boyz 2","quienes son ustedes","eladio carrion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wood, James",695578,2025,689,153,84,38,0,31,0.256,0.475,0.35,0.825,36.3,16.3,56.3,106.446259788,98.230447241,32.9,40.2,"Wood","James","James Wood",0.121915820029028,0.0551523947750363,0,0.0449927431059507,"Fast (120+ BPM)","Happy"
"Jacob Young","Even Flow","Pearl Jam","Ten","even flow","pearl jam","Alternative","Pearl Jam","Even Flow","6QewNVIDKdSl8Y3ycuHIei",72,0.00178,0.394,292581,0.944,4.54e-06,"A#",0.298,-6.506,"Minor",0.0761,105.338,"4/4",0.265,"Young, Jacob",696285,2025,364,75,62,10,1,2,0.231,0.287,0.296,0.583,27.9,1.9,34.2,98.260470403,93.325113441,17.4,43.7,"Young","Jacob","Jacob Young",0.17032967032967,0.0274725274725275,0.00274725274725275,0.00549450549450549,"Medium (90–119 BPM)","Sad"
"Jonathan Aranda","En Privado","Xavi, Manuel Turizo","En Privado","en privado","xavi, manuel turizo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aranda, Jonathan",666018,2025,422,117,81,22,0,14,0.316,0.489,0.393,0.882,42.1,12.8,54.5,102.687689924,96.267280418,24.9,48.6,"Aranda","Jonathan","Jonathan Aranda",0.191943127962085,0.0521327014218009,0,0.033175355450237,"Fast (120+ BPM)","Happy"
